Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
St. John's Episcopal Church,Fulton,09/24/2004,03NR05189,-74.3731686743,43.0067958518,POINT (-74.3731686743 43.0067958518)
Christ Episcopal Church,Schenectady,04/24/1987,90NR02645,-74.154631655,42.7691676088,POINT (-74.154631655 42.7691676088)
St. George's Church,Queens,03/07/2008,95NR00810,-73.8311988065,40.7603558261,POINT (-73.8311988065 40.7603558261)
Methodist Episcopal Church of Butler,Wayne,11/24/1997,97NR01257,-76.7703694537,43.1683882315,POINT (-76.7703694537 43.1683882315)
St. Paul's Church,Tioga,10/16/1997,97NR01215,-76.2648366472,42.1028416781,POINT (-76.2648366472 42.1028416781)
St. John Kanty Roman Catholic Church Complex,Erie,11/08/2021,20NR00124,-78.8205857579,42.8953590199,POINT (-78.8205857579 42.8953590199)
First Presbyterian Church of Margaretville,Delaware,04/21/2004,03NR05130,-74.6518850812,42.1491820319,POINT (-74.6518850812 42.1491820319)
Pitcher Baptist Church and First Congregational Church of Pitcher,Chenango,08/24/2001,01NR01778,-75.8617424633,42.5811367418,POINT (-75.8617424633 42.5811367418)
Walden United Methodist Church,Orange,02/28/2008,07NR05759,-74.1917383528,41.5604005251,POINT (-74.1917383528 41.5604005251)
Church of the Holy Innocents,Albany,01/31/1978,90NR01622,-73.748270417,42.658785119,POINT (-73.748270417 42.658785119)
Saint Mary's Roman Catholic Church Complex,Monroe,03/12/1992,91NR00160,-77.6060422549,43.1531606342,POINT (-77.6060422549 43.1531606342)
First Reformed Dutch Church of Bethlehem,Albany,11/25/2002,02NR01925,-73.8024421847,42.5653198275,POINT (-73.8024421847 42.5653198275)
Lowville Presbyterian Church,Lewis,06/27/2007,04NR05354,-75.496024309,43.7913698958,POINT (-75.496024309 43.7913698958)
Childwood Memorial Presbyterian Church,St. Lawrence,05/30/2001,96NR01047,-74.6685945001,44.2845595511,POINT (-74.6685945001 44.2845595511)
Woodbourne Reformed Church Complex,Sullivan,11/07/2003,03NR05104,-74.5995095245,41.7621378815,POINT (-74.5995095245 41.7621378815)
St. Mark's Baptist Church,Orange,01/28/2004,03NR05079,-73.9661077007,41.3673468647,POINT (-73.9661077007 41.3673468647)
St. Michael's Church Complex,New York,11/15/1996,96NR01080,-73.9692858485,40.7964619722,POINT (-73.9692858485 40.7964619722)
First Congregational Church of New Village,Suffolk,04/11/2002,01NR01798,-73.1097965711,40.8602117398,POINT (-73.1097965711 40.8602117398)
Primitive Baptist Church of Brookfield,Orange,11/13/1976,90NR02312,-74.4728241876,41.3903415399,POINT (-74.4728241876 41.3903415399)
First Presbyterian Church,Columbia,09/07/1979,90NR00260,-73.6761932637,42.415346369,POINT (-73.6761932637 42.415346369)
Durham Memorial A.M.E. Zion Church,Erie,09/15/1983,90NR01235,-78.8678108644,42.883314705,POINT (-78.8678108644 42.883314705)
Church of Saint Dismas,Clinton,11/21/1991,91NR03365,-73.7217642698,44.7246643345,POINT (-73.7217642698 44.7246643345)
St. Bartholomew's Church and Community House,New York,04/16/1980,90NR00662,-73.9731520331,40.7572578877,POINT (-73.9731520331 40.7572578877)
Richmond Avenue Methodist Episcopal Church,Erie,12/05/2008,08NR05909,-78.8815419198,42.9151374277,POINT (-78.8815419198 42.9151374277)
First Methodist Episcopal Church of Perry,Wyoming,09/28/2006,06NR05594,-78.0034573588,42.7194723752,POINT (-78.0034573588 42.7194723752)
Christ Lutheran Church and Parsonage,Ulster,05/28/2010,09NR06086,-74.392804092,41.7149322893,POINT (-74.392804092 41.7149322893)
Emmanuel Episcopal Church,Chemung,11/19/1998,98NR01398,-76.8027905012,42.0798764853,POINT (-76.8027905012 42.0798764853)
St. Andrews Episcopal Church,Albany,01/07/2005,04NR05248,-73.7881862939,42.6647852324,POINT (-73.7881862939 42.6647852324)
Columbus Community Church,Chenango,03/20/1986,90NR00151,-75.3723410582,42.6835394764,POINT (-75.3723410582 42.6835394764)
First Presbyterian Church of Ulysses,Tompkins,06/03/1999,99NR01494,-76.6586057867,42.5414203223,POINT (-76.6586057867 42.5414203223)
Mentz Church,Cayuga,09/24/2004,04NR05253,-76.6773436419,42.996120486,POINT (-76.6773436419 42.996120486)
St. Paul's Evangelical Lutheran Church,Sullivan,08/15/1997,97NR01243,-74.7471323162,41.798979021,POINT (-74.7471323162 41.798979021)
St. Ann's Episcopal Church and Rectory,Suffolk,08/30/2010,01NR01780,-73.0754912992,40.7361815329,POINT (-73.0754912992 40.7361815329)
First Union Protestant Church of Mountain View,Franklin,03/15/2005,03NR05050,-74.1390206512,44.7017998389,POINT (-74.1390206512 44.7017998389)
First Baptist Church of Interlaken,Seneca,12/31/2002,02NR04983,-76.7253852693,42.616521676,POINT (-76.7253852693 42.616521676)
St. Luke's Episcopal Church,Yates,08/24/1994,94NR00676,-77.1527680777,42.5968323938,POINT (-77.1527680777 42.5968323938)
Callicoon Methodist Church and Parsonage,Sullivan,11/04/1993,93NR00466,-75.0554318068,41.7669569227,POINT (-75.0554318068 41.7669569227)
St. Paul's Church (Episcopal),Jefferson,08/30/1996,90NR03205,-75.980853548,44.0050055798,POINT (-75.980853548 44.0050055798)
First Baptist Church of Cold Spring,Putnam,11/23/1982,90NR02392,-73.9495641755,41.4229984353,POINT (-73.9495641755 41.4229984353)
East Side Presbyterian Church,Monroe,11/10/2010,10NR06118,-77.5694733282,43.1654696216,POINT (-77.5694733282 43.1654696216)
St. Francis DeSales Church (former),Greene,12/09/1999,99NR01558,-74.3609216231,42.2390226617,POINT (-74.3609216231 42.2390226617)
Saint George's Church,Westchester,05/08/2012,05NR05527,-73.8505087942,41.324724336,POINT (-73.8505087942 41.324724336)
Chapin Memorial Church,Otsego,09/12/2002,02NR01930,-75.0611698253,42.4559336832,POINT (-75.0611698253 42.4559336832)
Bloomville Methodist Episcopal Church,Delaware,11/29/2006,06NR05614,-74.8094222005,42.3329487821,POINT (-74.8094222005 42.3329487821)
Fort Miller Reformed Church Complex,Washington,12/06/1996,96NR01058,-73.5818641967,43.163579449,POINT (-73.5818641967 43.163579449)
Saint Peter's Episcopal Church,Ontario,11/29/1996,96NR01091,-77.4238840708,42.9003320534,POINT (-77.4238840708 42.9003320534)
"Judson Memorial Church, Campanile, and Judson Hall",New York,10/16/1974,90NR00882,-73.9984177811,40.7302183729,POINT (-73.9984177811 40.7302183729)
Tompkins Corners United Methodist Church,Putnam,03/31/1983,90NR02380,-73.8014798582,41.3997369545,POINT (-73.8014798582 41.3997369545)
St. Thomas' Episcopal Church,Orange,07/12/2006,06NR05584,-74.0171122674,41.4709907311,POINT (-74.0171122674 41.4709907311)
Waits Methodist Episcopal Church,Tioga,11/22/2000,00NR01686,-76.2697181536,42.0075609254,POINT (-76.2697181536 42.0075609254)
State Street Methodist Episcopal Church,Oswego,02/20/2013,12NR06404,-76.4095771332,43.3187724376,POINT (-76.4095771332 43.3187724376)
German Evangelical Lutheran St. John's Church,Kings,01/31/2019,18NR00078,-73.9427498441,40.7112260955,POINT (-73.9427498441 40.7112260955)
Sparta First Presbyterian Church,Livingston,01/23/2007,06NR05638,-77.7662672216,42.6629190728,POINT (-77.7662672216 42.6629190728)
All Saints Episcopal Church,Westchester,05/02/2002,02NR01901,-73.8450067515,41.1463817804,POINT (-73.8450067515 41.1463817804)
Bushwick Avenue Central Methodist Episcopal Church,Kings,03/27/2017,15NR00134,-73.9178723363,40.6897526343,POINT (-73.9178723363 40.6897526343)
Camroden Presbyterian Church,Oneida,01/04/2007,06NR05653,-75.3551995982,43.2531639363,POINT (-75.3551995982 43.2531639363)
St. John's Episcopal Church,Monroe,07/07/1988,90NR01530,-77.5929371617,42.953186872,POINT (-77.5929371617 42.953186872)
St. Luke's Episcopal Church Complex,Dutchess,05/30/2008,08NR05852,-73.9634269967,41.497978632,POINT (-73.9634269967 41.497978632)
Plymouth Church of the Pilgrims,Kings,10/15/1966,90NR01326,-73.9934959323,40.6994287443,POINT (-73.9934959323 40.6994287443)
Cuyler Presbyterian Church,Kings,03/23/2001,00NR01718,-73.9865160872,40.6865466892,POINT (-73.9865160872 40.6865466892)
Holy Cross African Orthodox Church Pro-Cathedral,New York,11/09/2017,17NR00066,-73.9447531582,40.8105534776,POINT (-73.9447531582 40.8105534776)
St. Mark's Episcopal Church,Orange,11/23/1982,90NR02299,-73.9877237697,41.3303139393,POINT (-73.9877237697 41.3303139393)
St. Mary of Sorrows Roman Catholic Church,Erie,,90NR03150,-78.8429131022,42.9012119054,POINT (-78.8429131022 42.9012119054)
Church of St. Mary the Virgin Complex,New York,04/16/1990,91NR00067,-73.9836066857,40.7583584662,POINT (-73.9836066857 40.7583584662)
St. Mark's Church (Episcopal),Oneida,08/30/1996,96NR01021,-75.3791367065,43.0903202333,POINT (-75.3791367065 43.0903202333)
First Methodist Episcopal Church of Parksville,Sullivan,05/30/2001,01NR01775,-74.7585635534,41.8553221891,POINT (-74.7585635534 41.8553221891)
St. Casimir's Church Complex,Albany,01/16/2018,17NR00081,-73.7638319695,42.660267883,POINT (-73.7638319695 42.660267883)
Evangelical Lutheran Church,Otsego,10/29/2021,21NR00019,-74.9646495167,42.6444930935,POINT (-74.9646495167 42.6444930935)
Richmondville United Methodist Church,Schoharie,07/14/2006,06NR05576,-74.5651635787,42.634425445,POINT (-74.5651635787 42.634425445)
St. John's Episcopal Church,Livingston,07/19/1991,91NR03321,-77.8762571695,42.7248318239,POINT (-77.8762571695 42.7248318239)
Flatlands Dutch Reformed Church,Kings,08/30/1979,90NR01297,-73.9365147401,40.6238425722,POINT (-73.9365147401 40.6238425722)
Reformed Dutch Church of Prattsville,Greene,12/06/1996,96NR01067,-74.4353265924,42.3170044016,POINT (-74.4353265924 42.3170044016)
St. Paul's Episcopal Church,Dutchess,11/26/1982,90NR00424,-73.9218538125,41.7065889291,POINT (-73.9218538125 41.7065889291)
German United Evangelical Church,Monroe,03/12/1992,91NR00159,-77.6092014771,43.161094302,POINT (-77.6092014771 43.161094302)
St. James Episcopal Church,Schuyler,11/21/2012,12NR06331,-76.8712570586,42.3800424519,POINT (-76.8712570586 42.3800424519)
Riverdale Presbyterian Church Complex,Bronx,10/14/1982,90NR00064,-73.9089465256,40.8958700101,POINT (-73.9089465256 40.8958700101)
Church of the Ascension Chapel and Rectory,Franklin,11/08/2021,21NR00065,-74.3257308971,44.3446963167,POINT (-74.3257308971 44.3446963167)
St. Peter's Episcopal Church Complex,Cayuga,01/24/2002,01NR01826,-76.5711327851,42.929885624,POINT (-76.5711327851 42.929885624)
St. Ignatius of Antioch Episcopal Church,New York,11/30/1999,99NR01495,-73.9771859808,40.7892459925,POINT (-73.9771859808 40.7892459925)
Grace Episcopal Church,Onondaga,03/20/1973,90NR02103,-76.1348898688,43.0456937629,POINT (-76.1348898688 43.0456937629)
"Holy Trinity Church, St. Christopher House and Parsonage",New York,05/30/1980,90NR00732,-73.9497270167,40.7784793712,POINT (-73.9497270167 40.7784793712)
Mother of Sorrows Roman Catholic Church,Monroe,11/30/1989,93NR00444,-77.6586254249,43.2523061125,POINT (-77.6586254249 43.2523061125)
First English Lutheran Church,Onondaga,03/04/1998,97NR01288,-76.1457971043,43.0542120859,POINT (-76.1457971043 43.0542120859)
Reformed Church of Shawangunk Complex,Ulster,06/03/1982,90NR01083,-74.2139248305,41.653876261,POINT (-74.2139248305 41.653876261)
St. Mark's Episcopal Church,Dutchess,08/25/1987,90NR00362,-73.9677186881,41.552049756,POINT (-73.9677186881 41.552049756)
First Hungarian Reformed Church,New York,08/31/2000,00NR01655,-73.9585286685,40.7661349701,POINT (-73.9585286685 40.7661349701)
First Methodist Episcopal Church of St. Johnsville,Montgomery,02/05/2013,12NR06395,-74.6784416292,42.9992684695,POINT (-74.6784416292 42.9992684695)
Presbyterian Church of McGraw,Cortland,09/11/1986,90NR00272,-76.0955438822,42.5959728874,POINT (-76.0955438822 42.5959728874)
United Congregational Church of Irondequoit,Monroe,08/02/2002,02NR01928,-77.5993466386,43.2110230917,POINT (-77.5993466386 43.2110230917)
Pike Baptist Church,Wyoming,06/27/2012,12NR06321,-78.1562836607,42.5547319734,POINT (-78.1562836607 42.5547319734)
Manlius Village and Christ Episcopal Church Cemeteries,Onondaga,01/25/2007,05NR05499,-75.9697798834,43.0023772701,POINT (-75.9697798834 43.0023772701)
Narrowsburg Methodist Church,Sullivan,02/04/2000,00NR01589,-75.0622519027,41.6053097401,POINT (-75.0622519027 41.6053097401)
Macedonia Baptist Church,Erie,02/12/1974,90NR01209,-78.8672578192,42.8863154562,POINT (-78.8672578192 42.8863154562)
St. Mark's Episocpal Church,Rensselaer,07/27/2000,00NR01580,-73.3501421423,42.8999422617,POINT (-73.3501421423 42.8999422617)
St. John the Baptist R. C. Church and Rectory,Clinton,11/12/1982,90NR00191,-73.4543997968,44.6956417108,POINT (-73.4543997968 44.6956417108)
North Hillsdale Methodist Church,Columbia,10/01/2010,10NR06138,-73.5080571676,42.2373512801,POINT (-73.5080571676 42.2373512801)
New Kingston Presbyterian Church,Delaware,05/22/2002,02NR01887,-74.6821522355,42.2134973944,POINT (-74.6821522355 42.2134973944)
Saint Stanislaus Roman Catholic Church Complex,Montgomery,04/29/1999,98NR01426,-74.1828560817,42.9353541264,POINT (-74.1828560817 42.9353541264)
St. Peter's R.C. Church and Rectory,Clinton,,91NR03357,-73.4592537086,44.699843248,POINT (-73.4592537086 44.699843248)
St. Peter's Episcopal Church,Westchester,07/05/2003,02NR05014,-73.9188735383,41.2926662933,POINT (-73.9188735383 41.2926662933)
Church of St. Vincent Ferrer and Priory,New York,06/14/1984,90NR00756,-73.9647553265,40.7661102006,POINT (-73.9647553265 40.7661102006)
South Granville Congregational Church & Parsonage,Washington,05/19/2005,03NR05202,-73.2867162539,43.3720486906,POINT (-73.2867162539 43.3720486906)
Reformed Dutch Church of Fishkill Landing,Dutchess,08/31/1988,90NR00437,-73.9806204521,41.5064931638,POINT (-73.9806204521 41.5064931638)
First Presbyterian Church of Oyster Bay,Nassau,12/12/1976,90NR01726,-73.5286523984,40.8716125357,POINT (-73.5286523984 40.8716125357)
First Presbyterian Church,Cortland,01/24/2002,01NR01827,-76.1460476956,42.7353266371,POINT (-76.1460476956 42.7353266371)
Riverside Methodist Church and Parsonage,Dutchess,07/09/1987,90NR00348,-73.9507884409,41.9200507727,POINT (-73.9507884409 41.9200507727)
Church of Saints Peter and Paul Complex,Monroe,06/20/2012,11NR06271,-77.6325391746,43.1519126064,POINT (-77.6325391746 43.1519126064)
Mount Moriah Presbyterian Church,Essex,06/01/1995,95NR00826,-73.4602117619,44.0478843061,POINT (-73.4602117619 44.0478843061)
Emmanuel Baptist Church,Kings,12/16/1977,90NR01348,-73.9652637901,40.6885680174,POINT (-73.9652637901 40.6885680174)
Sennett Federated Church and Parsonage,Cayuga,10/05/2005,05NR05476,-76.5334430448,42.9940029505,POINT (-76.5334430448 42.9940029505)
Salem Welsh Church,Cattaraugus,09/07/1995,95NR00864,-78.3584086663,42.486451873,POINT (-78.3584086663 42.486451873)
Trinity Methodist Episcopal Church and Rectory,Dutchess,11/26/1982,90NR00427,-73.9249576589,41.6984068874,POINT (-73.9249576589 41.6984068874)
St. George's Protestant Episcopal Church,Kings,09/08/1983,90NR01304,-73.9477887739,40.6863136295,POINT (-73.9477887739 40.6863136295)
St. Stephen's United Methodist Church,Bronx,02/08/2012,11NR06263,-73.909038629,40.8769191454,POINT (-73.909038629 40.8769191454)
Stillwater United Church,Saratoga,09/28/2006,06NR05575,-73.6539003383,42.9386900008,POINT (-73.6539003383 42.9386900008)
Church of Saint Mary the Virgin and Greeley Grove,Westchester,04/19/1979,90NR02447,-73.7724077794,41.1557533047,POINT (-73.7724077794 41.1557533047)
First Presbyterian Church,Warren,09/29/1984,90NR02708,-73.6509088343,43.312491894,POINT (-73.6509088343 43.312491894)
St. John's Episcopal Church,Oswego,05/27/1993,93NR00458,-76.3003438308,43.231508818,POINT (-76.3003438308 43.231508818)
East Berkshire United Methodist Church,Tioga,07/02/1984,90NR02231,-76.1451483132,42.3067386975,POINT (-76.1451483132 42.3067386975)
Brighton Heights Reformed Church,Richmond,06/03/1982,90NR01025,-74.0783675108,40.6417302549,POINT (-74.0783675108 40.6417302549)
First Baptist Church of Phelps,Ontario,05/22/1992,92NR00334,-77.0587030022,42.9550042333,POINT (-77.0587030022 42.9550042333)
Old First Reformed Church,Kings,04/01/1998,97NR01247,-73.9766321892,40.6735664654,POINT (-73.9766321892 40.6735664654)
Immaculate Conception Roman Catholic Church Complex,Monroe,03/31/1992,92NR00345,-77.6172089266,43.1466305441,POINT (-77.6172089266 43.1466305441)
Wampsville Presbyterian Church,Madison,02/02/2018,17NR00040,-75.7054961018,43.0749856629,POINT (-75.7054961018 43.0749856629)
Church Street Row,Dutchess,11/26/1982,90NR00388,-73.9257101461,41.7002925112,POINT (-73.9257101461 41.7002925112)
Methodist Episcopal Church,Tompkins,06/08/1984,90NR02271,-76.2971716532,42.4908508639,POINT (-76.2971716532 42.4908508639)
St. Thomas' Episcopal Church,Dutchess,04/06/2005,04NR05250,-73.5065789476,41.8256265309,POINT (-73.5065789476 41.8256265309)
Trinity Episcopal Church,Columbia,09/02/1997,97NR01234,-73.7376518398,42.2228876397,POINT (-73.7376518398 42.2228876397)
Crescent Methodist Episcopal Church,Saratoga,02/10/2000,97NR01245,-73.7311645581,42.8250670556,POINT (-73.7311645581 42.8250670556)
Norwood Methodist Church & Parsonage,St. Lawrence,,11NR06282,-74.9959810956,44.7517710507,POINT (-74.9959810956 44.7517710507)
Zion Church,Oneida,08/21/1997,97NR01216,-75.4577428817,43.213038705,POINT (-75.4577428817 43.213038705)
Bay Shore Methodist Episcopal Church,Suffolk,08/15/2001,01NR01764,-73.2454827371,40.7236939824,POINT (-73.2454827371 40.7236939824)
Reformed Church of Newtown Complex,Queens,04/23/1980,90NR01572,-73.8773842316,40.7392855874,POINT (-73.8773842316 40.7392855874)
Gallupville Evangelical Lutheran Church,Schoharie,12/31/2002,02NR05008,-74.2341193327,42.6633755894,POINT (-74.2341193327 42.6633755894)
Fort Herkimer Church,Herkimer,07/24/1972,90NR00585,-74.9542873691,43.017968276,POINT (-74.9542873691 43.017968276)
Zion Episcopal Church,Westchester,12/21/2020,20NR00092,-73.8732942641,41.0153296132,POINT (-73.8732942641 41.0153296132)
Reformed Church on Staten Island,Richmond,01/20/2005,04NR05269,-74.1327165117,40.6396915729,POINT (-74.1327165117 40.6396915729)
First Baptist Church of Camillus,Onondaga,06/08/2001,01NR01753,-76.3074199322,43.0386606116,POINT (-76.3074199322 43.0386606116)
Church of St. John in the Wilderness,Columbia,08/10/1995,95NR00842,-73.5183172819,42.1208659121,POINT (-73.5183172819 42.1208659121)
Cobblestone House at 1027 Stone Church Road,Seneca,09/28/2007,07NR05745,-76.8844597977,42.9764801758,POINT (-76.8844597977 42.9764801758)
New Scotland Presbyterian Church & Cemertery,Albany,08/29/2010,09NR05983,-73.9063466072,42.6306724002,POINT (-73.9063466072 42.6306724002)
Zion Episcopal Church and Rectory,St. Lawrence,06/06/2003,99NR01512,-74.9390448075,44.5537152326,POINT (-74.9390448075 44.5537152326)
Trinity Church,Chemung,10/31/2007,06NR05680,-76.8078764291,42.0903775523,POINT (-76.8078764291 42.0903775523)
St. Paul's Protestant Episcopal Church,Kings,12/21/1989,90NR03153,-73.9979883648,40.6816905719,POINT (-73.9979883648 40.6816905719)
Saint Luke's Episcopal Church,Queens,11/10/2010,10NR06147,-73.8446310392,40.714013476,POINT (-73.8446310392 40.714013476)
Dutch Reformed (Sleepy Hollow) Church,Westchester,10/15/1966,90NR02544,-73.8617226679,41.0910561596,POINT (-73.8617226679 41.0910561596)
First Presbyterian Church,Schoharie,08/07/2012,12NR06364,-74.6135122763,42.4806502584,POINT (-74.6135122763 42.4806502584)
Church of the Transfiguration,New York,04/16/1980,90NR00658,-73.9990829018,40.7147149379,POINT (-73.9990829018 40.7147149379)
Reformed Dutch Church of New Hurley,Ulster,10/29/1982,90NR01074,-74.1435736194,41.6382358197,POINT (-74.1435736194 41.6382358197)
The Church of the Heavenly Rest and the Chapel of the Beloved Disciple,New York,03/03/2021,20NR00079,-73.9581376454,40.783676433,POINT (-73.9581376454 40.783676433)
Methodist--Protestant Church at Fisher's Landing,Jefferson,06/28/1996,96NR00961,-76.0085778178,44.2762511153,POINT (-76.0085778178 44.2762511153)
Larchmont Avenue Church,Westchester,04/22/2021,20NR00135,-73.7546758891,40.9298849976,POINT (-73.7546758891 40.9298849976)
St. Nicholas' Ukranian Catholic Church,Albany,04/15/2004,03NR05095,-73.7030036109,42.7344200638,POINT (-73.7030036109 42.7344200638)
Rectory of St. George's Episcopal Church,Nassau,05/03/1988,90NR01711,-73.621076683,40.7050572458,POINT (-73.621076683 40.7050572458)
Emmanuel Presbyterian Church (Trinity Emmanuel Presbyterian Church),Monroe,03/29/2001,00NR01715,-77.6292840249,43.1384088224,POINT (-77.6292840249 43.1384088224)
First United Methodist Church of Walworth,Wayne,03/27/2017,16NR00065,-77.27307748,43.1375428518,POINT (-77.27307748 43.1375428518)
Church of the Good Shepherd,Onondaga,05/08/1997,97NR01166,-76.1613884584,42.9450736646,POINT (-76.1613884584 42.9450736646)
Old St. Peter's Church and Rectory,Dutchess,,00NR01606,-73.9367120829,41.7092760512,POINT (-73.9367120829 41.7092760512)
Holy Rosary Church Complex,Monroe,09/04/2012,12NR06349,-77.6412973084,43.1798518155,POINT (-77.6412973084 43.1798518155)
Trinity Episcopal Church,Erie,02/28/2008,07NR05801,-78.8747281346,42.8947414711,POINT (-78.8747281346 42.8947414711)
New England Congregational Church and Rectory,Kings,09/15/1983,90NR01308,-73.9618811201,40.7087048848,POINT (-73.9618811201 40.7087048848)
St. Mary's Roman Catholic Church Complex,Schenectady,06/12/2017,16NR00062,-73.9282430826,42.8112763201,POINT (-73.9282430826 42.8112763201)
Helderberg Reformed Dutch Church (demolished),Albany,11/10/1982,90NR01688,-73.963431729,42.7030389026,POINT (-73.963431729 42.7030389026)
Saint Bridget's Roman Catholic Church Complex,Ontario,08/28/1992,92NR00382,-77.4329527037,42.9010427279,POINT (-77.4329527037 42.9010427279)
Woodrow Methodist Church,Richmond,10/29/1982,90NR01041,-74.2010676032,40.5433307429,POINT (-74.2010676032 40.5433307429)
Methodist Episcopal Church,Jefferson,06/28/1996,96NR00947,-75.9762903803,44.261975444,POINT (-75.9762903803 44.261975444)
Reformed Dutch Church of Claverack,Columbia,06/21/2001,01NR01793,-73.7319792213,42.2283038,POINT (-73.7319792213 42.2283038)
Peru Community Church,Clinton,02/02/2001,00NR01609,-73.5281397307,44.578496163,POINT (-73.5281397307 44.578496163)
Duanesburg-Florida Baptist Church,Schenectady,10/11/1984,90NR02621,-74.2159891114,42.8088708525,POINT (-74.2159891114 42.8088708525)
"Reformed Church, The",Herkimer,03/16/1972,90NR00593,-74.9899143143,43.0289794535,POINT (-74.9899143143 43.0289794535)
Delaware Avenue Baptist Church,Erie,,17NR00038,-78.8700376128,42.9101579516,POINT (-78.8700376128 42.9101579516)
St. James Church,New York,07/24/1972,90NR00795,-73.9985146644,40.7122363588,POINT (-73.9985146644 40.7122363588)
Jewett Presbyterian Church Complex,Greene,12/28/2001,01NR01850,-74.3034798395,42.2697028685,POINT (-74.3034798395 42.2697028685)
Smithfield Presbyterian Church,Madison,12/12/1994,94NR00715,-75.6880086996,42.9656179617,POINT (-75.6880086996 42.9656179617)
Caldwell Presbyterian Church,Warren,04/12/2016,15NR00123,-73.7152554034,43.4248155128,POINT (-73.7152554034 43.4248155128)
First Baptist Church of Mumford,Monroe,03/23/2010,09NR06062,-77.8597991783,42.9903584313,POINT (-77.8597991783 42.9903584313)
Nelson Methodist Episcopal Church,Madison,04/17/2017,07NR05754,-75.774849617,42.9173729092,POINT (-75.774849617 42.9173729092)
United States Post Office-Church Street Station,New York,05/11/1989,90NR00712,-74.0106422028,40.7127431605,POINT (-74.0106422028 40.7127431605)
First Methodist Episcopal Church of Nyack,Rockland,02/20/1998,98NR01295,-73.9174650644,41.1036203697,POINT (-73.9174650644 41.1036203697)
