the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.98006860146523 40.72763329789728, -73.98023698819271 40.727399136093645, -73.98039659903648 40.72746655745922, -73.9802283654607 40.72770050790083, -73.98006860146523 40.72763329789728)))",386,MN,404,23,538-540 East 11th Street,1004040023,"Free Public Baths of the City of New York, East 11th Street Bath",LP-02252,"Borough of Manhattan Tax Map Block 404, Lot 23.",Designated,,03/18/2008,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2252.pdf,295.60154924,4918.31808091
"MULTIPOLYGON (((-73.98278404935091 40.751704825498955, -73.98287044595043 40.751586154420245, -73.98255542939884 40.75145219202688, -73.98282797779702 40.75107783147653, -73.98366171168583 40.75142849625545, -73.98347483014219 40.751685192988646, -73.98347186656176 40.751683947163954, -73.98329764164906 40.75192323143596, -73.98278404935091 40.751704825498955)))",387,MN,840,42,424-434 Fifth Avenue,1008400042,Lord & Taylor Building,LP-02271,"Borough of Manhattan, Tax Map Block 840, Lot 42.",Designated,,10/30/2007,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2271.pdf,939.822067353,49327.099878
"MULTIPOLYGON (((-73.98115727305067 40.766786477959265, -73.98133367328322 40.76654160476068, -73.98161769358107 40.76666090234408, -73.98156878777117 40.7669544704686, -73.98115727305067 40.766786477959265)))",388,MN,1029,53,1790 Broadway,1010290053,United States Rubber Company Building,LP-02078,"Borough of Manhattan Tax Map Block 1029, Lot 53.",Designated,,12/19/2000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2078.pdf,428.796783527,11082.0105089
"MULTIPOLYGON (((-73.98243766682921 40.7474037528328, -73.98262153340909 40.74715403609541, -73.98271120625967 40.74719176279641, -73.98271278443268 40.74719242670648, -73.98289412293416 40.74694615268357, -73.98296931390168 40.74697778600795, -73.9828305643978 40.74716622878293, -73.98278878340219 40.74722295985006, -73.98274327952892 40.74728477460263, -73.98269985669884 40.74734374675078, -73.98302104053283 40.74747886508978, -73.9829250639186 40.747609218999855, -73.98243766682921 40.7474037528328)))",390,MN,863,60,181 Madison Avenue,1008630060,Madison Belmont Building,LP-02425,"Borough of Manhattan Tax Map Block 863, Lot 60.",Designated,,09/20/2011,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2425.pdf,723.169405346,13476.641503
"MULTIPOLYGON (((-74.00793372053447 40.706829133014416, -74.00807500734342 40.7066907164036, -74.00804878260102 40.70667393360997, -74.00820224918223 40.70651868453056, -74.00841114992966 40.70664028350975, -74.00810701124757 40.70693885274317, -74.00793372053447 40.706829133014416)))",394,MN,41,15,60 Pine Street,1000410015,Down Town Association Building,LP-01950,"Borough of Manhattan Tax Map Block 41, Lot 15.",Designated,,02/11/1997,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1950.pdf,417.188278818,9220.77135289
"MULTIPOLYGON (((-73.99211568677178 40.729316110788645, -73.99217215060945 40.72924925908224, -73.99236812600417 40.72934586619209, -73.99260186947731 40.7294611051211, -73.99264275760909 40.72941304129492, -73.992708622032 40.72944551422142, -73.99268665135773 40.7294713385133, -73.99263677120568 40.72946873286472, -73.99263074613509 40.72948863822109, -73.99260931731614 40.729559442034684, -73.99211568677178 40.729316110788645)))",397,MN,545,37,434 Lafayette Street,1005450037,434 Lafayette Street Building,LP-00013,"Borough of Manhattan Tax Map Block 545, Lot 37.",Designated,"a part of La Grange Terrace, also known as Colonnade Row",10/14/1965,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0013.pdf,435.487589685,4947.61372211
"MULTIPOLYGON (((-73.98012815021045 40.780940119428706, -73.98031180857693 40.78068736656766, -73.98063699199587 40.78082456630199, -73.98045333330036 40.78107732057629, -73.98012815021045 40.780940119428706)))",400,MN,1167,29,318-330 Amsterdam Avenue,1011670029,New-York Cab Company Stable,LP-02209,"Borough of Manhattan Tax Map Block 1167, Lot 29.",Designated,,11/14/2006,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2209.pdf,416.400473361,10835.6017204
"MULTIPOLYGON (((-74.00610951261363 40.7146010625167, -74.0064222444927 40.71474357917626, -74.00637088773223 40.71480852413477, -74.0060555424342 40.714664835009955, -74.00610951261363 40.7146010625167)))",405,MN,149,29,287 Broadway,1001490029,287 Broadway Building,LP-01649,"Borough of Manhattan Tax Map Block 149, Lot 29.",Designated,,08/29/1989,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1649.pdf,258.200231227,2802.47723676
"MULTIPOLYGON (((-73.98256825730944 40.750012332776826, -73.98275418656563 40.7497611970345, -73.98289422566529 40.74982016053754, -73.9829262240654 40.74977694099663, -73.98330241585434 40.74993533751877, -73.98308450154566 40.75022969733475, -73.98256825730944 40.750012332776826)))",408,MN,866,76,397-409 Fifth Avenue,1008660076,Tiffany & Co. Building,LP-01624,"Borough of Manhattan Tax Map Block 866, Lot 76.",Designated,,02/16/1988,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1624.pdf,573.135848758,19319.8993547
"MULTIPOLYGON (((-73.9807776485246 40.7538995284317, -73.981182598528 40.754070277102244, -73.98099620381674 40.754325147175415, -73.98059125274173 40.7541543978559, -73.9807776485246 40.7538995284317)))",410,MN,1258,40,510 Fifth Avenue,1012580040,Manufacturers Trust Company Building,LP-01968,"Borough of Manhattan Tax Map Block 1258, Lot 40.",Designated,,10/21/1997,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1968.pdf,469.076232331,13630.6326757
"MULTIPOLYGON (((-73.98463214027875 40.75848331379459, -73.98489458403346 40.75859444739378, -73.98482234040455 40.75869476764655, -73.98455988453523 40.75858362217624, -73.98463214027875 40.75848331379459)))",412,MN,999,1,1522-1554 Broadway,1009990001,I. Miller Building,LP-02023,"Borough of Manhattan Tax Map Block 999, Lot 1.",Designated,,06/29/1999,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2023.pdf,249.785882783,3467.80580679
"MULTIPOLYGON (((-74.00917463194364 40.708878659162885, -74.00939079424697 40.7087025044688, -74.00957900809406 40.7087918971027, -74.00937949128921 40.70899274460689, -74.00917463194364 40.708878659162885)))",413,MN,64,8,55 Liberty Street,1000640008,Liberty Tower,LP-01243,"Borough of Manhattan Tax Map Block 64, Lot 8.",Designated,,08/24/1982,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1243.pdf,311.429881826,5877.95630916
"MULTIPOLYGON (((-74.00818570708708 40.7151314287573, -74.0080318332481 40.71532274400328, -74.00788781556521 40.715501801518556, -74.00773523533854 40.715432958856404, -74.00788557672377 40.71524446464997, -74.00803148578056 40.71506152850143, -74.00818570708708 40.7151314287573)))",414,MN,145,7501,105-107 Chambers Street,1001457501,Cary Building,LP-01224,"Borough of Manhattan Tax Map Block 145, Lot 3.",Designated,,08/24/1982,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1224.pdf,415.434295958,7827.91970565
"MULTIPOLYGON (((-73.98454277829033 40.71394401650399, -73.9846309118275 40.713934775558855, -73.98466870559056 40.71419275432871, -73.98458001636546 40.71419819867611, -73.98454277829033 40.71394401650399)))",415,MN,288,77,263 Henry Street,1002880077,263 Henry Street Building,LP-00095,"Borough of Manhattan Tax Map Block 287, Lot 7.",Designated,a part of the Henry Street Settlement,01/18/1966,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0095.pdf,237.08155107,2314.51722118
"MULTIPOLYGON (((-73.98991754373054 40.73906979329009, -73.99025332278406 40.739210752499616, -73.99020272283919 40.73927980000999, -73.98989581257881 40.739150975726446, -73.98991754373054 40.73906979329009)))",416,MN,848,68,901 Broadway,1008480068,Lord & Taylor Store,LP-00970,"Borough of Manhattan Tax Map Block 848, Lot 68.",Designated,,11/15/1977,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0970.pdf,262.407419129,2929.55923604
"MULTIPOLYGON (((-73.99394051084413 40.73825237396856, -73.99410773868983 40.73802304049978, -73.99418787931876 40.73805675957289, -73.99402063745569 40.73828611296735, -73.99394051084413 40.73825237396856)))",418,MN,818,24,19 West 16th Street,1008180024,19 West 16th Street Building,LP-01585,"Borough of Manhattan Tax Map Block 818, Lot 24.",Designated,,05/01/1990,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1585.pdf,241.85805084,2425.04156634
"MULTIPOLYGON (((-74.00565349494144 40.71138364802025, -74.00592577453524 40.711194619818095, -74.00598193593649 40.71124793615636, -74.00615169059917 40.71140908711851, -74.00587906996518 40.71159835360192, -74.00565349494144 40.71138364802025)))",419,MN,100,7501,150 Nassau Street,1001007501,American Tract Society Building,LP-02038,"Borough of Manhattan Tax Map Block 100, Lot 3.",Designated,,06/15/1999,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2038.pdf,404.778959734,10217.9389658
"MULTIPOLYGON (((-74.00625575864282 40.71442825572537, -74.00636366026534 40.714300754648406, -74.00666967009444 40.71444087115264, -74.00656736566962 40.714570238952874, -74.00625575864282 40.71442825572537)))",421,MN,149,33,277 Broadway,1001490033,Broadway-Chambers Building,LP-01753,"Borough of Manhattan Tax Map Block 149, Lot 33.",Designated,,01/14/1992,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1753.pdf,309.953260053,5503.12528694
"MULTIPOLYGON (((-73.98673233124443 40.748566609204865, -73.98655482272285 40.7488111678917, -73.9863305610631 40.74871761852999, -73.98614500722857 40.74897325815382, -73.9847783628673 40.74840316341853, -73.985141454262 40.74790298232714, -73.98673233124443 40.748566609204865)))",422,MN,835,41,350 Fifth Avenue,1008350041,Empire State Building,LP-02000,"Borough of Manhattan, Tax Map Block 835, Lot 41.",Designated,,05/19/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2000.pdf,1421.83645411,97113.7318361
"MULTIPOLYGON (((-73.99865786998483 40.737975101718426, -73.99884024573522 40.73772118129121, -73.99896709481716 40.737774160257274, -73.9990315180373 40.73780106708142, -73.99910101424334 40.737830092803314, -73.9991670452846 40.737857670442054, -73.99922684204829 40.737882644633935, -73.99923654871202 40.73788669878352, -73.99905417283499 40.73814061983243, -73.99865786998483 40.737975101718426)))",423,MN,609,7503,144 West 14th Street,1006097503,144 West 14th Street Building,LP-02315,"Borough of Manhattan Tax Map Block 609, Lot 1101, 1102.",Designated,,11/18/2008,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2315.pdf,461.416512665,13207.7967971
"MULTIPOLYGON (((-73.9924116390925 40.72709991657401, -73.99234553821432 40.727065801823706, -73.99252884844567 40.72685026175575, -73.9926640235748 40.726917548366565, -73.99247998907592 40.72713394048176, -73.9924116390925 40.72709991657401)))",428,MN,531,49,44 Great Jones Street,1005310049,Fire Engine Company No. 33,LP-00468,"Borough of Manhattan Tax Map Block 531, Lot 49.",Designated,,11/12/1968,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0468.pdf,276.984520397,4200.14164694
"MULTIPOLYGON (((-73.981182598528 40.754070277102244, -73.9807776485246 40.7538995284317, -73.980965789029 40.75364227264543, -73.98163291764007 40.75392356919463, -73.98144478010204 40.754180825159764, -73.981182598528 40.754070277102244)))",435,MN,1258,34,500 Fifth Avenue,1012580034,500 Fifth Avenue Building,LP-02427,"Borough of Manahattan, Tax Map Block 1258, Lot 34",Designated,,12/14/2010,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2427.pdf,637.180840408,22665.8431262
"MULTIPOLYGON (((-74.0070625026422 40.710374700917775, -74.00733473821519 40.710095980275256, -74.00740905019006 40.710133518716574, -74.0071365213232 40.71041254122276, -74.0070625026422 40.710374700917775)))",439,MN,91,12,127 Fulton Street,1000910012,Keuffel & Esser Company Building,LP-02178,"Borough of Manhattan Tax Map Block 91, Lot 12.",Designated,,04/26/2005,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2178.pdf,302.632370104,3125.99359453
"MULTIPOLYGON (((-73.98549764938974 40.75366693982318, -73.98554362194056 40.753603689592474, -73.98561029532793 40.75363137948005, -73.98565593015985 40.753568591121315, -73.98591837911175 40.75320750547365, -73.9862311723088 40.753337411496474, -73.98605852829547 40.75357494138823, -73.98588710184252 40.753503745457195, -73.98570568597714 40.75375334051318, -73.98549764938974 40.75366693982318)))",440,MN,815,21,104 West 40th Street,1008150021,Springs Mills Building,LP-02385,"Borough of Manhattan Tax Map Block 815, Lot 21",Designated,,04/13/2010,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2385.pdf,645.143721945,14954.483867
"MULTIPOLYGON (((-73.99530493778846 40.73022545731231, -73.99510192911498 40.73012455498574, -73.99531495679862 40.729875853308585, -73.99563552647663 40.73003451028932, -73.99542210407517 40.73028369340994, -73.99530493778846 40.73022545731231)))",441,MN,547,8,23-29 Washington Place,1005470008,Brown Building,LP-02128,"Borough of Manhattan Tax Map Block 547, Lot 8.",Designated,originally the Asch Building,03/25/2003,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2128.pdf,428.499891024,11474.4770834
"MULTIPOLYGON (((-73.98903448772579 40.73725434713836, -73.98911303690468 40.73714546160914, -73.98916988762156 40.73706665454288, -73.98932744723078 40.73713286916943, -73.98952357184274 40.7368609969092, -73.98974759787949 40.736955351550264, -73.98941619317118 40.73741475154589, -73.98903448772579 40.73725434713836)))",444,MN,846,30,33 East 17th Street,1008460030,Century Building,LP-01539,"Borough of Manhattan Tax Map Block 846, Lot 30.",Designated,now Barnes & Noble Bookstore,10/07/1986,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1539.pdf,623.600771367,17441.7606785
"MULTIPOLYGON (((-74.00868079317327 40.71516635750458, -74.00902015009945 40.71474220095466, -74.00909540743424 40.71477642703416, -74.00890010443649 40.71502054633767, -74.0087560650153 40.71520058920598, -74.00868079317327 40.71516635750458)))",445,MN,136,10,122 Chambers Street,1001360010,"Swift, Seaman & Company Building",LP-02061,"Borough of Manhattan Tax Map Block 136, Lot 10.",Designated,,05/16/2000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2061.pdf,410.447714095,4397.45861027
"MULTIPOLYGON (((-73.97026739850351 40.7552771989587, -73.97024454424688 40.75526750181913, -73.97021921974088 40.755252547786725, -73.97017285287407 40.755225168532505, -73.97012780726008 40.75519856853926, -73.97007881816755 40.75516964149874, -73.97003684835303 40.75514485948838, -73.96999439199548 40.75511978827368, -73.96994350289165 40.75508973865067, -73.9700018014253 40.75500953412793, -73.97005983483336 40.75503410600752, -73.970122807789 40.75506080973474, -73.97018851340826 40.75508865237342, -73.97024502554183 40.755112598814996, -73.9703809015798 40.75492566640547, -73.970521267199 40.75498514477131, -73.97044843179009 40.755119512126434, -73.97038231913409 40.75532499586873, -73.97026739850351 40.7552771989587)))",450,MN,1323,8,211-215 East 49th Street,1013230008,Amster Yard,LP-00277,"Borough of Manhattan Tax Map Block 1323, Lot 8.",Designated,now Instituto Cervantes,06/21/1966,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0277.pdf,512.025519239,9994.80295272
"MULTIPOLYGON (((-73.9923596467403 40.735324995206405, -73.99254369851565 40.73507524241238, -73.99253830638469 40.73507293316098, -73.99257578999298 40.73502254676513, -73.99272676368109 40.73481720277964, -73.99298789782793 40.73492724933445, -73.9929264703309 40.735010604691766, -73.99290437663761 40.73500793242619, -73.99286414751262 40.735062520528686, -73.99259664589289 40.735425512763506, -73.9923596467403 40.735324995206405)))",452,MN,571,7502,22-26 East 14th Street,1005717502,Baumann Brothers Furniture and Carpets Store,LP-02123,"Borough of Manhattan Tax Map Block 571, Lots 1101 and 1102.",Designated,,11/18/2008,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2123.pdf,586.199030434,16272.521771
"MULTIPOLYGON (((-73.97904184916334 40.76589871826007, -73.97921798514149 40.7656526991765, -73.97928145153652 40.7656792295475, -73.97928079628916 40.76568013983919, -73.97961992367875 40.76582190092303, -73.97944357951374 40.76606658242881, -73.97904184916334 40.76589871826007)))",453,MN,1010,61,182 West 58th Street,1010100061,Alwyn Court Apartments,LP-00254,"Borough of Manhattan Tax Map Block 1010, Lot 61.",Designated,,06/07/1966,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0254.pdf,458.327637801,12931.1557095
"MULTIPOLYGON (((-73.97537669990807 40.76259677389819, -73.97554975376471 40.76235878673906, -73.97562709125305 40.76239140858914, -73.9756358253077 40.762379397708116, -73.97571469988053 40.762412667287016, -73.97553291236666 40.76266266376442, -73.97537669990807 40.76259677389819)))",458,MN,1271,47,12-14 West 56th Street,1012710047,Harry B. and Evelina Hollins Residence,LP-01266,"Borough of Manhattan, Tax Map Block 1271, Lot 47.",Designated,"later the Calumet Club, now the Consulate General of Argentina",06/19/1984,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1266.pdf,307.127264457,5027.91524186
"MULTIPOLYGON (((-73.98617194698274 40.767561243943206, -73.98649243594527 40.76769602432469, -73.98645821207951 40.76774294014921, -73.98626335536814 40.7680100712935, -73.98594286535814 40.76787528938062, -73.98617194698274 40.767561243943206)))",459,MN,1066,32,400-406 West 57th Street,1010660032,The Windermere,LP-02171,"Borough of Manhattan Tax Map Block 1066, Lot 32.",Designated,,06/28/2005,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2171.pdf,464.573513377,13273.3964965
"MULTIPOLYGON (((-74.00538055260269 40.75139493368073, -74.0057358079204 40.75092550086497, -74.00765328332791 40.751733960783206, -74.00745381870803 40.75226907777025, -74.00538055260269 40.75139493368073)))",460,MN,672,1,601-625 West 26th Street,1006720001,Starrett-Lehigh Building,LP-01295,"Borough of Manhattan Tax Map Block 672, Lot 1.",Designated,,10/07/1986,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1295.pdf,1664.24116126,124723.643617
"MULTIPOLYGON (((-73.97067192055594 40.75079142938949, -73.97084439619964 40.750555081363586, -73.97099613485342 40.75061974988343, -73.97091757030941 40.750727408070524, -73.97097927981132 40.75075370850194, -73.97088536916473 40.750882398615595, -73.97067192055594 40.75079142938949)))",463,MN,1336,47,304 East 44th Street,1013360047,Beaux-Arts Institute of Design,LP-01667,"Borough of Manhattan Tax Map Block 1336, Lot 47.",Designated,,08/23/1988,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1667.pdf,332.549389622,5797.11619254
"MULTIPOLYGON (((-74.007137811741 40.71779958399817, -74.00717653054448 40.71775123501073, -74.00726469615421 40.71779083120909, -74.00722584255705 40.71783999339492, -74.007137811741 40.71779958399817)))",464,MN,176,14,175 West Broadway,1001760014,175 West Broadway Building,LP-01725,"Borough of Manhattan Tax Map Block 176, Lot 14.",Designated,,11/12/1991,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1725.pdf,98.4075414333,590.500803257
"MULTIPOLYGON (((-73.96048024594971 40.805280360986465, -73.9600849906699 40.805114117054046, -73.96018339911724 40.804834550789785, -73.96075335968756 40.805074275249865, -73.96059295478436 40.80529668328362, -73.96062768938803 40.80531129223246, -73.96061047845258 40.805335135155126, -73.96048024594971 40.805280360986465)))",467,MN,1867,20,Morningside Drive at West 114th Street,1018670020,Eglise de Notre Dame,LP-00301,"Borough of Manhattan Tax Map Block 1867, Lot 20.",Designated,,01/24/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0301.pdf,565.363099981,17278.2628395
"MULTIPOLYGON (((-73.96319612715016 40.81373791839686, -73.9629878311096 40.81367783177462, -73.96296599678253 40.813720204865994, -73.96282932641134 40.81368077943854, -73.96285116318343 40.81363840547306, -73.96264444742953 40.81357877439009, -73.96289223140245 40.81310742244912, -73.96306275363484 40.81315661374395, -73.96306851412359 40.81314543411383, -73.96326831538323 40.81320307033822, -73.96326255373681 40.81321425177886, -73.9634455609427 40.81326704307027, -73.96319612715016 40.81373791839686)))",471,MN,1897,100,Riverside Drive at West 122nd Street,1018970100,General Ulysses S. Grant Tomb,LP-00900,"Borough of Manhattan Tax Map Block 1897, Lot 100.",Designated,now the General Grant National Memorial,11/25/1975,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0900.pdf,738.941144937,31176.6142413
"MULTIPOLYGON (((-73.97617011161333 40.75802153152789, -73.97636147090225 40.75775709984709, -73.97635159342941 40.75775292938223, -73.97652013168589 40.75752003202863, -73.97745882050111 40.75791626882955, -73.97709849697401 40.75841288386398, -73.97617011161333 40.75802153152789)))",473,MN,1285,7501,611 Fifth Avenue,1012857501,Saks Fifth Avenue,LP-01523,"Borough of Manhattan Tax Map Block 1285, Lot 1.",Designated,,12/20/1984,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1523.pdf,1008.10194051,61120.948368
"MULTIPOLYGON (((-73.94571654375765 40.8286678312555, -73.94553841009352 40.828909312285994, -73.94535540080835 40.82915739675372, -73.94501923720658 40.829015965508475, -73.94538038067688 40.828526400150295, -73.94571654375765 40.8286678312555)))",481,MN,2082,28,1828 Amsterdam Avenue,1020820028,Joseph Loth & Company Silk Ribbon Mill,LP-01860,"Borough of Manhattan Tax Map Block 2082, Lot 28.",Designated,,09/21/1993,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1860.pdf,621.615926812,21743.7525351
"MULTIPOLYGON (((-73.99215146912455 40.73357465130268, -73.99234584847686 40.7333099429291, -73.99243188952876 40.73334562944787, -73.99259329680116 40.73341257290714, -73.9925586653642 40.73355267262012, -73.99254823790741 40.733598909432445, -73.99246336183523 40.733705356567, -73.99215146912455 40.73357465130268)))",487,MN,563,20,34 1/2 East 12th Street,1005630020,Police Athletic League Building,LP-02020,"Borough of Manhattan Tax Map Block 563, Lot 20.",Designated,originally Grammar School 47,09/15/1998,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2020.pdf,401.651356954,10330.8628127
"MULTIPOLYGON (((-73.9948231508221 40.717310278790485, -73.99485550142809 40.717246896039704, -73.99486019398732 40.71724831455267, -73.99522520114526 40.71735866166106, -73.99519168035492 40.71742168966495, -73.9948231508221 40.717310278790485)))",488,MN,304,2,97 Bowery,1003040002,97 Bowery Building,LP-02353,"Borough of Manhattan Tax Block 304, Lot 2.",Designated,,09/14/2010,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2353.pdf,269.749550125,2727.41573128
"MULTIPOLYGON (((-73.99222553501387 40.72918605239852, -73.99227578435926 40.72912655917675, -73.99270603305143 40.72933866421245, -73.99268936505848 40.72935825642112, -73.99265552825659 40.72939803153275, -73.99222553501387 40.72918605239852)))",489,MN,545,39,430 Lafayette Street,1005450039,430 Lafayette Street Building,LP-00011,"Borough of Manhattan Tax Map Block 545, Lot 39.",Designated,"a part of La Grange Terrace, also known as Colonnade Row",10/14/1965,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0011.pdf,335.637456996,3659.86082618
"MULTIPOLYGON (((-74.00089121872722 40.71820902956324, -74.00105992326768 40.718306920767276, -74.0012002158607 40.71838832458646, -74.00122851113167 40.71840474328527, -74.00100135514558 40.718584999651725, -74.00072620086287 40.71838732988676, -74.00089121872722 40.71820902956324)))",490,MN,196,21,254-260 Canal Street,1001960021,254-260 Canal Street,LP-01458,"Borough of Manhattan, Tax Map Block 196 Lot 21.",Designated,,03/12/1985,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1458.pdf,392.919958408,9439.69783319
"MULTIPOLYGON (((-73.94909871948943 40.830409945832116, -73.9492763952511 40.830161821617864, -73.9495903936069 40.830293753024904, -73.94950009193087 40.83057900829255, -73.94909871948943 40.830409945832116)))",494,MN,2097,14,730 Riverside Drive,1020970014,Beaumont Apartments,LP-02545,"Borough of Manhattan Tax Map Block 2097, Lot 14",Designated,,06/25/2013,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2545.pdf,436.113634729,11651.0496679
"MULTIPOLYGON (((-74.01525328648923 40.706209443744825, -74.01588695111423 40.706363782224166, -74.0158113206572 40.706557081995484, -74.01517888036227 40.70640301579698, -74.01525328648923 40.706209443744825)))",496,MN,15,22,21 West Street,1000150022,21 West Street Building,LP-01999,"Borough of Manhattan Tax Map Block 15, Lot 22.",Designated,,06/16/1998,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1999.pdf,515.537003835,13537.9471872
"MULTIPOLYGON (((-73.96777567324945 40.799528816063344, -73.96790942163099 40.79934404390295, -73.96809803038825 40.799423575225845, -73.9679962681761 40.79962183335994, -73.96777567324945 40.799528816063344)))",500,MN,1875,46,2710-2714 Broadway,1018750046,Horn & Hardart Automat-Cafeteria Building,LP-02192,"Borough of Manhattan Tax Map Block 1875, Lot 46.",Designated,,01/30/2007,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2192.pdf,283.932227391,4977.40574203
"MULTIPOLYGON (((-73.97603023890666 40.76287243183356, -73.97621272303977 40.76262147298456, -73.9762666362656 40.762644211932916, -73.97628497630124 40.762618989881375, -73.97636767984719 40.762653874404315, -73.97634934101796 40.762679095568615, -73.97616685605742 40.762930054631596, -73.97603023890666 40.76287243183356)))",503,MN,1271,55,30 West 56th Street,1012710055,Henry Seligman Residence,LP-02227,"Borough of Manhattan Tax Map Block 1271, Lot 55.",Designated,,07/24/2007,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2227.pdf,316.510788204,4796.7140073
"MULTIPOLYGON (((-73.96286295912098 40.80495869817633, -73.96304000659777 40.80471596715857, -73.96311729359557 40.80474850981538, -73.96294024749919 40.80499124095094, -73.96286295912098 40.80495869817633)))",506,MN,1884,38,500 West 113th Street,1018840038,Fire Engine Company No. 47,LP-01962,"Borough of Manhattan Tax Map Block 1884, Lot 38.",Designated,,06/17/1997,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1962.pdf,251.144393615,2473.36458868
"MULTIPOLYGON (((-73.97550582676992 40.759052480203145, -73.97547455874205 40.75903922622417, -73.97565261489729 40.75879125415482, -73.97573751569948 40.75882720131041, -73.97555943725197 40.75907520412205, -73.97550582676992 40.759052480203145)))",510,MN,1287,10,11 East 51st Street,1012870010,John Peirce Residence,LP-02327,"Borough of Manhattan, Tax Map Block 1287, Lot 10.",Designated,,06/23/2009,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2327.pdf,259.722208318,2771.15319911
"MULTIPOLYGON (((-73.9682453444216 40.752721854935594, -73.96800208096397 40.75261929746373, -73.96819701243405 40.75235637856817, -73.96851607287736 40.75249089190893, -73.96832114227338 40.75275381043875, -73.9682453444216 40.752721854935594)))",515,MN,1340,16,333 East 47th Street,1013400016,Japan Society Headquarters,LP-02420,"Borough of Manhattan Tax Map Block 1340, Lot 16.",Designated,,03/22/2011,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2420.pdf,422.08316489,11114.5886684
"MULTIPOLYGON (((-73.93892913007623 40.83363018365532, -73.9392773223339 40.83377693647986, -73.9393408174346 40.833803697467246, -73.93916563057941 40.83404177875225, -73.93868362918789 40.83383862680996, -73.93892913007623 40.83363018365532)))",518,MN,2109,34,555 Edgecombe Avenue,1021090034,555 Edgecombe Avenue Apartments,LP-01862,"Borough of Manhattan Tax Map Block 2109, Lot 34",Designated,,06/15/1993,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1862.pdf,484.095339556,14052.2247632
