Property Name,County,DesDate,National Register Number,Longitude,Latitude,Georeference,Type
U.S. Military Academy,Orange,10/15/66,90NR02302,-73.97242505,41.39479172,POINT (-73.972425049 41.3947917163),academy
Bellport Academy,Suffolk,7/4/80,96NR01016,-72.93805397,40.75401913,POINT (-72.9380539746 40.7540191326),academy
Warsaw Academy,Wyoming,1/3/80,90NR02039,-78.133123,42.73874949,POINT (-78.1331230014 42.738749494),academy
Academy Street Historic District,Dutchess,11/26/82,90NR00380,-73.92822921,41.69675909,POINT (-73.9282292117 41.6967590876),academy
Riga Academy,Monroe,11/21/80,90NR01459,-77.87962829,43.06906605,POINT (-77.8796282881 43.0690660469),academy
Lansingburgh Academy,Rensselaer,10/14/76,90NR00996,-73.67569494,42.77319896,POINT (-73.6756949359 42.7731989629),academy
Erasmus Hall Academy,Kings,11/11/75,90NR01334,-73.9571674,40.64960698,POINT (-73.9571674011 40.6496069801),academy
Brooklyn Academy of Music,Kings,5/2/06,05NR05534,-73.97769895,40.68647104,POINT (-73.9776989529 40.6864710427),academy
Mexico Academy and Central School,Oswego,11/14/91,91NR00025,-76.23446839,43.46053463,POINT (-76.2344683858 43.4605346318),academy
Middlebury Academy,Wyoming,1/17/73,90NR02043,-78.08941312,42.82750983,POINT (-78.0894131239 42.8275098338),academy
St. Mary's Academy,Warren,9/29/84,90NR02730,-73.64231018,43.31014627,POINT (-73.6423101847 43.3101462735),academy
Albany Academy,Albany,2/18/71,90NR02804,-73.75499338,42.65302767,POINT (-73.7549933762 42.6530276731),academy
Union Street-Academy Hill Historic District,Orange,11/21/80,90NR02354,-74.23810298,41.52498837,POINT (-74.2381029846 41.5249883738),academy
Spencertown Academy,Columbia,4/3/73,90NR00210,-73.54344859,42.32224811,POINT (-73.5434485889 42.3222481129),academy
United States Merchant Marine Academy Historic District,Nassau,8/29/14,15NR00146,-73.76204488,40.81174407,POINT (-73.762044879 40.8117440671),academy
St. Walburga's Academy,New York,7/28/04,03NR05194,-73.95449646,40.82424613,POINT (-73.9544964573 40.8242461278),academy
Ames Academy Building,Montgomery,1/24/02,01NR01836,-74.59962225,42.83752884,POINT (-74.5996222541 42.8375288444),academy
Clermont Academy,Columbia,10/7/83,90NR00225,-73.82559642,42.08680955,POINT (-73.8255964192 42.0868095462),academy
D'Youville Academy,Clinton,11/12/82,90NR00183,-73.45792246,44.69975305,POINT (-73.4579224575 44.6997530533),academy
Mendon Cobblestone Academy,Monroe,11/29/96,96NR01086,-77.50464167,42.99683722,POINT (-77.5046416734 42.9968372222),academy
New York Cancer Hospital,New York,4/29/77,90NR00690,-73.96077238,40.79788855,POINT (-73.9607723762 40.7978885487),hospital
Utica State Hospital,Oneida,10/26/71,90NR02054,-75.25315488,43.10500739,POINT (-75.2531548752 43.1050073948),hospital
"Rogers, Will, Memorial Hospital",Essex,9/8/83,90NR00475,-74.11409617,44.31086729,POINT (-74.1140961741 44.3108672945),hospital
BATAVIA VETERANS ADMINISTRATION HOSPITAL,Genesee,3/27/12,12NR06329,-78.19845993,43.0126826,POINT (-78.1984599334 43.0126825983),hospital
Old Troy Hospital,Rensselaer,10/25/73,90NR00997,-73.68323303,42.73171498,POINT (-73.6832330336 42.7317149815),hospital
Triboro Hospital for Tuberculosis,Queens,1/31/19,18NR00080,-73.80754374,40.71756971,POINT (-73.8075437432 40.7175697107),hospital
Seaview Hospital,Richmond,9/7/05,04NR05341,-74.13232647,40.59149314,POINT (-74.1323264712 40.5914931361),hospital
St. Luke's Hospital,New York,5/20/19,19NR00003,-73.96125328,40.80501017,POINT (-73.961253283 40.8050101709),hospital
City Hospital,New York,3/16/72,90NR00628,-73.95828967,40.7529402,POINT (-73.9582896717 40.7529402018),hospital
Mount St. Mary's Hospital,Niagara,12/22/15,15NR00040,-79.0551672,43.09149345,POINT (-79.0551671993 43.091493445),hospital
Smallpox Hospital,New York,3/16/72,90NR00633,-73.95958272,40.75160249,POINT (-73.9595827175 40.751602492),hospital
New York Hospital-Westchester Division,Westchester,,91NR03350,-73.75279488,41.02715023,POINT (-73.7527948789 41.0271502337),hospital
Buffalo State Hospital,Erie,1/12/73,90NR01206,-78.88431068,42.9298684,POINT (-78.8843106757 42.9298683966),hospital
Gouverneur Hospital,New York,10/29/82,90NR00891,-73.9835845,40.71106097,POINT (-73.9835844964 40.7110609741),hospital
Society for the Lying-In Hospital,New York,8/30/83,90NR00818,-73.9836711,40.73475222,POINT (-73.9836710994 40.7347522214),hospital
Ottendorfer Public Library and Stuyvesant Polyclinic Hospital,New York,7/22/79,90NR00789,-73.98779974,40.72904301,POINT (-73.9877997447 40.7290430069),hospital
"Hudson River State Hospital, Main Building",Dutchess,6/30/89,94NR00622,-73.92820092,41.73273437,POINT (-73.928200922 41.7327343686),hospital
Olean Armory,Cattaraugus,3/2/95,95NR00775,-78.42833505,42.0783623,POINT (-78.4283350497 42.0783622953),armory
Malone Armory,Franklin,3/2/95,95NR00778,-74.29786934,44.84827825,POINT (-74.2978693359 44.848278248),armory
Eighth Regiment Armory (Kingsbridge Armory),Bronx,12/21/82,90NR00071,-73.89825145,40.86847843,POINT (-73.8982514516 40.8684784272),armory
Fort Washington Avenue (22nd Corps of Engineers) Armory,New York,3/2/95,94NR00545,-73.94129367,40.8421349,POINT (-73.9412936741 40.8421349045),armory
Oswego Armory,Oswego,5/19/88,90NR02154,-76.50915346,43.45386458,POINT (-76.5091534601 43.4538645765),armory
Seventh Regiment Armory,New York,4/14/75,90NR00657,-73.96551931,40.76725038,POINT (-73.9655193078 40.767250383),armory
Whitehall Armory,Washington,3/2/95,95NR00769,-73.39579008,43.5497779,POINT (-73.3957900784 43.5497779025),armory
Oneida Armory,Madison,3/2/95,95NR00774,-75.64946457,43.09363412,POINT (-75.6494645681 43.0936341167),armory
NYS Armory,Essex,11/15/88,90NR00487,-73.42481081,43.84510103,POINT (-73.4248108085 43.8451010296),armory
Tonawanda (25th Separate Company) Armory,Erie,1/28/94,93NR00514,-78.8736,43.01717397,POINT (-78.8735999997 43.0171739711),armory
Flushing Armory,Queens,3/23/95,95NR00781,-73.82893475,40.76314902,POINT (-73.8289347529 40.763149019),armory
Washington Avenue (10th Battalion) Armory,Albany,3/2/95,95NR00783,-73.7624401,42.65700368,POINT (-73.7624401045 42.6570036771),armory
New Scotland Avenue (Troop B) Armory,Albany,1/28/94,93NR00510,-73.78150135,42.65221432,POINT (-73.7815013487 42.6522143186),armory
Ogdensburg Armory,St. Lawrence,3/2/95,95NR00776,-75.48961153,44.69940167,POINT (-75.4896115291 44.6994016727),armory
Niagara Falls Armory,Niagara,3/2/95,95NR00777,-79.05393324,43.09772282,POINT (-79.0539332411 43.0977228224),armory
Corning Armory,Steuben,5/18/03,02NR05027,-77.05429847,42.14835978,POINT (-77.0542984699 42.1483597813),armory
New York State Armory,Dutchess,11/26/82,90NR00413,-73.92920643,41.70198553,POINT (-73.9292064261 41.7019855346),armory
Jamestown Armory,Chautauqua,1/12/95,93NR00519,-79.25470856,42.09295454,POINT (-79.2547085612 42.0929545411),armory
Second Walton Armory (Thirty-third Separate Company),Delaware,9/6/16,16NR00054,-75.13068486,42.16534861,POINT (-75.1306848585 42.165348606),armory
Oneonta Armory,Otsego,3/2/95,95NR00773,-75.06530952,42.4509427,POINT (-75.0653095226 42.4509427021),armory
Twenty-third Regiment Armory,Kings,5/6/80,90NR01277,-73.95382362,40.67843735,POINT (-73.9538236201 40.6784373483),armory
18th Separate Company Armory,Warren,9/29/84,90NR02697,-73.63577693,43.31020004,POINT (-73.635776929 43.3102000449),armory
White Plains Armory,Westchester,4/16/80,90NR02490,-73.76247192,41.0313516,POINT (-73.7624719183 41.0313516028),armory
Geneva (34th Independent Company) Armory,Ontario,3/2/95,94NR00540,-76.98583171,42.86721861,POINT (-76.9858317095 42.8672186072),armory
Schenectady Armory,Schenectady,3/2/95,95NR00772,-73.94884545,42.81344141,POINT (-73.9488454514 42.8134414103),armory
Walton Grange/Former Armory,Delaware,6/22/98,98NR01325,-75.13015411,42.16564831,POINT (-75.1301541123 42.1656483136),armory
69TH Regiment Armory,New York,1/28/94,93NR00513,-73.98421774,40.7413652,POINT (-73.9842177449 40.7413652016),armory
Madison Avenue Facade of the Squadron A Armory,New York,3/24/72,90NR00637,-73.9547062,40.78616929,POINT (-73.954706204 40.7861692943),armory
New York State Armory,Orange,6/18/81,90NR02319,-74.01320744,41.49974221,POINT (-74.0132074427 41.4997422135),armory
Connecticut Street (74th Regiment) Armory,Erie,1/12/95,93NR00512,-78.89381398,42.90392855,POINT (-78.8938139792 42.9039285457),armory
Hornell Armory,Steuben,5/6/80,90NR02021,-77.66163536,42.33186467,POINT (-77.6616353587 42.3318646677),armory
Eighth Avenue (14th Regiment) Armory,Kings,4/14/94,94NR00539,-73.98292644,40.66290879,POINT (-73.9829264373 40.6629087874),armory
New York State Armory,St. Lawrence,12/12/76,90NR02564,-75.49268879,44.69068762,POINT (-75.4926887907 44.6906876209),armory
Amsterdam (46th Separate Company) Armory,Montgomery,7/1/94,94NR00535,-74.19920005,42.93285712,POINT (-74.1992000524 42.9328571155),armory
Hoosick Falls Armory,Rensselaer,3/2/95,95NR00779,-73.35163901,42.89946796,POINT (-73.351639006 42.89946796),armory
Naval Armory--Convention Hall,Monroe,10/4/85,90NR01498,-77.60505504,43.1524815,POINT (-77.6050550352 43.1524814972),armory
369th Regiment Armory,New York,1/28/94,93NR00511,-73.93516357,40.81789107,POINT (-73.9351635724 40.8178910721),armory
Gloversville (19th Separate Company) Armory,Fulton,3/2/95,94NR00544,-74.34064685,43.04998562,POINT (-74.3406468483 43.0499856175),armory
Utica Armory,Oneida,3/2/95,95NR00770,-75.20896399,43.07991851,POINT (-75.208963985 43.0799185114),armory
Medina Armory,Orleans,4/13/95,95NR00821,-78.39215876,43.22218698,POINT (-78.3921587551 43.2221869812),armory
First Battery Armory,New York,2/20/13,12NR06396,-73.98080693,40.77303636,POINT (-73.9808069307 40.7730363584),armory
Yonkers Trolley Barn,Westchester,3/6/02,01NR01765,-73.90289654,40.93435382,POINT (-73.9028965357 40.934353816),barn
St. Barnabas Episcopal Church,Rensselaer,1/28/04,03NR05106,-73.68256139,42.74611319,POINT (-73.6825613857 42.7461131932),barn
Mexico Octagon Barn,Oswego,6/20/91,91NR00027,-76.24148603,43.45231045,POINT (-76.241486032 43.4523104451),barn
Young Round Barn,Chenango,9/29/84,90NR00153,-75.8069969,42.29429786,POINT (-75.8069969029 42.294297855),barn
Baker Octagon Barn,Otsego,9/29/84,90NR02177,-75.01487122,42.82385291,POINT (-75.0148712224 42.8238529081),barn
Parker 13-Sided Barn,Schoharie,9/29/84,90NR02676,-74.60473771,42.48129894,POINT (-74.6047377123 42.4812989414),barn
"Whiteside, Barnett & Co. Agricultural Works",Monroe,2/22/01,99NR01462,-77.94170892,43.21646244,POINT (-77.9417089188 43.2164624389),barn
Kelly Round Barn,Delaware,9/29/84,90NR00280,-74.59633992,42.20015747,POINT (-74.5963399215 42.2001574659),barn
McArthur-Martin Hexadecagon Barn,Delaware,9/29/84,91NR00073,-74.77934481,42.37142634,POINT (-74.7793448091 42.3714263364),barn
"Barney, H.S., Building",Schenectady,7/19/84,90NR02663,-73.94533268,42.81520566,POINT (-73.9453326775 42.8152056624),barn
Parker Training Academy Dutch Barn,Dutchess,10/3/07,07NR05732,-73.81753837,42.01833552,POINT (-73.817538365 42.0183355163),barn
Windfall Dutch Barn,Montgomery,11/22/00,00NR01676,-74.7443358,42.85897669,POINT (-74.7443358006 42.8589766946),barn
Schairer Dutch Barn,Albany,,96NR01107,-73.84038894,42.75123376,POINT (-73.8403889429 42.7512337646),barn
Bates Round Barn,Chenango,9/29/84,90NR00152,-75.80157605,42.30260683,POINT (-75.8015760454 42.3026068294),barn
Van Patten Barn Complex,Albany,11/10/82,90NR01668,-73.96381573,42.72614081,POINT (-73.9638157283 42.7261408147),barn
Gamel Hexadecagon Barn,Erie,9/29/84,90NR01202,-78.92730038,42.57742917,POINT (-78.9273003846 42.5774291672),barn
Zoller-Frasier Round Barn,Herkimer,9/29/84,90NR00584,-74.77554147,42.97268972,POINT (-74.7755414661 42.9726897222),barn
William Barnet & Son Shoddy Mill,Rensselaer,10/29/20,20NR00069,-73.73227732,42.6592902,POINT (-73.732277321 42.6592902049),barn
Slate Quarry Road Dutch Barn,Dutchess,7/9/87,90NR00351,-73.85736012,41.91069895,POINT (-73.8573601236 41.9106989453),barn
Barngalow,Franklin,11/6/92,90NR02979,-74.12894914,44.334007,POINT (-74.1289491409 44.3340070046),barn
Church of St. Barnabas,Westchester,3/24/00,98NR01386,-73.86562276,41.03973781,POINT (-73.865622763 41.0397378058),barn
Schultz 15-Sided Barn,Sullivan,,91NR00075,-75.0533047,41.69748853,POINT (-75.053304704 41.6974885258),barn
Lattin-Crandall Octagon Barn,Schuyler,9/29/84,90NR02201,-76.76783485,42.31195912,POINT (-76.76783485 42.3119591237),barn
Lunn-Musser Octagon Barn,Otsego,9/29/84,90NR02174,-75.15689735,42.6277989,POINT (-75.1568973518 42.6277989049),barn
Queensboro Bridge,New York,12/20/78,90NR00948,-73.95072109,40.75519957,POINT (-73.9507210879 40.7551995665),bridge
Manhattan Bridge,Kings,9/1/83,90NR01298,-73.98995677,40.70601994,POINT (-73.9899567695 40.7060199368),bridge
Double-Span Metal Pratt Truss Bridge,Clinton,5/20/83,90NR00206,-73.48530878,44.50067086,POINT (-73.4853087802 44.5006708592),bridge
Pond Eddy Bridge,Sullivan,11/14/88,90NR03118,-74.81972914,41.43934524,POINT (-74.8197291359 41.4393452354),bridge
69th Street Transfer Bridge of the New York Central Railroad,New York,6/26/03,03NR05051,-73.98970669,40.77920273,POINT (-73.9897066884 40.7792027257),bridge
Raymondville Parabolic Bridge,St. Lawrence,9/7/84,90NR02557,-74.97944058,44.83970245,POINT (-74.9794405752 44.839702454),bridge
Beers Bridge,Essex,11/12/99,98NR01347,-73.78221261,44.16978839,POINT (-73.7822126078 44.1697883943),bridge
Shady Glen Road Stone Arch Bridge,Greene,1/9/08,06NR05691,-74.14510476,42.37983089,POINT (-74.1451047555 42.3798308861),bridge
Tioronda Bridge,Dutchess,10/8/76,90NR00438,-73.97403999,41.48857886,POINT (-73.9740399926 41.4885788632),bridge
AuSable Chasm Bridge,Clinton,11/12/99,98NR01351,-73.46292329,44.52487402,POINT (-73.4629232871 44.5248740208),bridge
Whipple Cast and Wrought Iron Bowstring Truss Bridge,Albany,3/18/71,90NR01649,-73.80039772,42.63582364,POINT (-73.8003977197 42.6358236404),bridge
Downsville Covered Bridge,Delaware,4/29/99,99NR01466,-74.9906798,42.0762192,POINT (-74.9906798047 42.0762191978),bridge
Route 29 Stone Arch Bridge,Herkimer,1/26/01,00NR01723,-74.94954385,43.1375131,POINT (-74.9495438521 43.1375131019),bridge
Main Street Bridge,Monroe,10/11/84,90NR01514,-77.6103257,43.1562423,POINT (-77.610325698 43.1562423021),bridge
Spangler Bridge,Columbia,2/23/73,90NR00213,-73.59899333,42.4308178,POINT (-73.5989933265 42.4308177984),bridge
Notman Bridge,Essex,11/12/99,98NR01356,-73.78442152,44.19133971,POINT (-73.7844215166 44.1913397073),bridge
Rexleigh Covered Bridge,Washington,3/8/78,90NR02748,-73.35562859,43.13482471,POINT (-73.3556285877 43.1348247068),bridge
Smith-Ransome Japanese Bridge,Suffolk,2/2/18,17NR00029,-72.31852861,41.05137426,POINT (-72.3185286066 41.0513742571),bridge
Tusten Stone Arch Bridge,Sullivan,7/27/00,00NR01640,-75.01936939,41.55605913,POINT (-75.0193693933 41.5560591325),bridge
Shushan Covered Bridge,Washington,3/8/78,90NR02749,-73.3455435,43.09129332,POINT (-73.3455435029 43.0912933166),bridge
Bedford Creek Bridge,Jefferson,10/18/89,90NR01134,-76.11949564,43.90948771,POINT (-76.1194956428 43.9094877126),bridge
Palmer Brook Bridge,Clinton,11/12/99,98NR01357,-73.67415992,44.44383858,POINT (-73.674159919 44.443838575),bridge
Frazier Bridge,Essex,12/17/98,98NR01410,-73.42208439,43.85029283,POINT (-73.4220843947 43.8502928316),bridge
Moore Road Stone Arch Bridge,Greene,4/10/08,07NR05773,-74.17192428,42.35301288,POINT (-74.1719242817 42.3530128757),bridge
Milanville-Skinner's Falls Bridge,Sullivan,11/14/88,90NR03117,-75.05831042,41.66973599,POINT (-75.058310415 41.6697359877),bridge
"West Bridge Street, Commercial Building at 32",Greene,8/10/95,91NR03339,-73.86966927,42.2170635,POINT (-73.8696692709 42.2170635022),bridge
Bridgewater Railroad Station,Oneida,4/12/06,05NR05530,-75.246143,42.87904414,POINT (-75.2461430025 42.8790441394),bridge
Slater Bridge,Essex,11/12/99,98NR01348,-73.77743987,44.15874957,POINT (-73.7774398677 44.1587495741),bridge
Port Morris Ferry Bridges,Bronx,2/5/14,13NR06490,-73.90834473,40.79942573,POINT (-73.9083447343 40.7994257308),bridge
Old Blenheim Bridge,Schoharie,10/15/66,90NR02670,-74.44151191,42.4717849,POINT (-74.4415119127 42.4717849022),bridge
Bear Mountain Bridge and Toll House,Rockland,11/23/82,90NR02410,-73.98414046,41.31998586,POINT (-73.9841404565 41.3199858603),bridge
Fitches Covered Bridge,Delaware,4/29/99,99NR01465,-74.87930354,42.29823223,POINT (-74.8793035442 42.2982322309),bridge
Brand Hollow Road Stone Arch Bridge,Greene,4/10/08,07NR05774,-74.23951905,42.40337471,POINT (-74.2395190546 42.4033747073),bridge
D&H Railroad Bridges,Essex,11/12/99,98NR01353,-73.43499958,44.55627175,POINT (-73.434999584 44.5562717475),bridge
Grant Mills Covered Bridge,Ulster,12/17/98,98NR01394,-74.6365754,42.08050762,POINT (-74.6365754011 42.080507622),bridge
High Bridge Aqueduct and Water Tower,Bronx,12/4/72,90NR00923,-73.93259328,40.84245936,POINT (-73.9325932795 40.8424593569),bridge
Lower Dock Hill Road Stone Arch Bridge,Orange,4/28/10,09NR06083,-74.00328862,41.4429635,POINT (-74.0032886164 41.4429634968),bridge
Lalino Stone Arch Bridge,Herkimer,12/28/01,01NR01839,-74.94476836,43.13729425,POINT (-74.9447683568 43.1372942517),bridge
Ashokan-Turnwood Covered Bridge,Ulster,7/20/00,00NR01632,-74.19888812,41.92662945,POINT (-74.1988881169 41.9266294454),bridge
Oliver Avenue Bridge,Orange,7/19/84,90NR02322,-74.43297322,41.45396617,POINT (-74.4329732238 41.4539661687),bridge
Hadley Parabolic Bridge,Saratoga,3/25/77,90NR02588,-73.84501278,43.31401429,POINT (-73.8450127828 43.314014293),bridge
Old City Road Stone Arch Bridge,Herkimer,12/28/01,01NR01838,-74.9850495,43.16438922,POINT (-74.9850495032 43.1643892157),bridge
Brooklyn Bridge,Kings,10/15/66,90NR01324,-73.99682684,40.70608059,POINT (-73.9968268405 40.7060805925),bridge
South Washington Street Parabolic Bridge,Broome,1/30/78,90NR00075,-75.91469402,42.09244313,POINT (-75.9146940233 42.0924431311),bridge
Newport Stone Arch Bridge,Herkimer,2/10/92,91NR00097,-75.01730974,43.18496267,POINT (-75.0173097397 43.1849626708),bridge
Eagleville Covered Bridge,Washington,3/8/78,90NR02747,-73.31372351,43.08325652,POINT (-73.3137235137 43.0832565179),bridge
"Keeper's House, Williamsbridge Reservoir",Bronx,9/24/99,99NR01459,-73.87569842,40.87901115,POINT (-73.8756984154 40.8790111511),bridge
Hamden Covered Bridge,Delaware,4/29/99,99NR01468,-74.98831163,42.19565767,POINT (-74.9883116345 42.1956576717),bridge
Wood Road Metal Truss Bridge,Steuben,3/15/05,04NR05334,-77.21692336,42.25250315,POINT (-77.2169233568 42.2525031478),bridge
Rorig Bridge,Chautauqua,9/26/83,90NR00125,-79.57881136,42.31608709,POINT (-79.5788113588 42.3160870887),bridge
Stone Arch Bridge,Sullivan,12/12/76,90NR01047,-74.95393244,41.74786005,POINT (-74.9539324393 41.7478600542),bridge
"Riverdale, Spuyten Duyvil, Kingsbridge Memorial Bell Tower",Bronx,1/3/12,11NR06255,-73.90838356,40.88926543,POINT (-73.9083835586 40.8892654313),bridge
Elm Street Stone Arch Bridge,Ulster,12/16/96,96NR01064,-74.47969606,42.13346448,POINT (-74.4796960579 42.1334644834),bridge
Bridge L-158,Westchester,11/29/78,90NR02441,-73.68268691,41.29642165,POINT (-73.6826869145 41.2964216461),bridge
Andrews Street Bridge,Monroe,10/11/84,90NR01506,-77.61198279,43.15908149,POINT (-77.611982787 43.1590814864),bridge
Newfield Covered Bridge,Tompkins,2/25/00,99NR01549,-76.59047399,42.36310394,POINT (-76.5904739902 42.3631039367),bridge
Ranney Bridge,Essex,11/12/99,98NR01346,-73.78374214,44.1824223,POINT (-73.7837421351 44.1824223),bridge
Boston & Main Railroad Bridge,Rensselaer,,11NR06202,-73.59175706,42.87621534,POINT (-73.5917570555 42.8762153404),bridge
Caneadea Bridge,Allegany,11/19/98,98NR01331,-78.14933167,42.38507491,POINT (-78.1493316688 42.385074906),bridge
Stone Arch Bridge,Clinton,,98NR01389,-73.48077763,44.50525067,POINT (-73.4807776312 44.5052506739),bridge
Dock Hill Road Extension Stone Arch Bridge,Orange,1/13/10,09NR06041,-74.00694553,41.44300076,POINT (-74.0069455339 41.4430007623),bridge
Pilgrim's Progress Road Bridge,Dutchess,7/9/87,90NR00344,-73.87915234,41.93905066,POINT (-73.8791523398 41.9390506573),bridge
Court Street Bridge,Monroe,10/11/84,90NR01508,-77.60902036,43.15347654,POINT (-77.6090203551 43.1534765417),bridge
Buskirk Covered Bridge,Rensselaer,3/8/78,90NR02551,-73.43317074,42.95826482,POINT (-73.4331707399 42.9582648242),bridge
Wilmington Bridge,Essex,11/12/99,98NR01350,-73.81760424,44.38904965,POINT (-73.8176042366 44.3890496493),bridge
Town Line (Lenticular Truss) Bridge,Cortland,5/29/08,07NR05789,-75.88267718,42.56591215,POINT (-75.8826771817 42.5659121548),bridge
Silk Street Bridge,Tioga,4/30/98,98NR01302,-76.19349138,42.21746227,POINT (-76.1934913846 42.2174622683),bridge
Hervey Street Stone Arch Bridge,Greene,1/9/08,06NR05686,-74.12653865,42.34512266,POINT (-74.1265386501 42.3451226585),bridge
Hyde Hall Covered Bridge,Otsego,12/17/98,98NR01395,-74.86351154,42.79020509,POINT (-74.8635115415 42.7902050939),bridge
Salisbury Center Covered Bridge,Herkimer,6/19/72,90NR00586,-74.78767029,43.14086601,POINT (-74.7876702936 43.1408660096),bridge
Lower Shavertown Covered Bridge,Delaware,4/29/99,99NR01467,-75.01309458,41.92337321,POINT (-75.0130945766 41.9233732126),bridge
Beaverkill Covered Bridge,Sullivan,10/3/07,07NR05712,-74.83615196,41.98154651,POINT (-74.8361519572 41.9815465051),bridge
Copeland Covered Bridge,Saratoga,8/6/98,98NR01364,-74.10053026,43.22070226,POINT (-74.1005302622 43.2207022609),bridge
Old State Road Bridge,Clinton,11/12/99,98NR01352,-73.45984412,44.52357544,POINT (-73.4598441183 44.5235754419),bridge
Jay Covered Bridge,Essex,,98NR01349,-73.72516082,44.37304231,POINT (-73.7251608152 44.3730423142),bridge
Wanakena Foot Bridge,St. Lawrence,8/19/99,98NR01340,-74.92135404,44.13301572,POINT (-74.9213540393 44.1330157208),bridge
Stillwater Bridge,Oswego,11/7/97,97NR01259,-75.92168988,43.54472705,POINT (-75.9216898755 43.5447270497),bridge
Rockland Road Bridge,Rockland,12/7/05,04NR05390,-73.91916067,41.0350509,POINT (-73.9191606731 41.0350508994),bridge
Brooklyn Bridge - City Hall Subway Station (IRT),New York,7/6/05,04NR05363,-74.00420882,40.71295478,POINT (-74.0042088191 40.7129547833),bridge
Salisbury Turnpike Bridge,Dutchess,7/9/87,90NR00349,-73.88012208,41.93985723,POINT (-73.8801220756 41.939857226),bridge
Allan Teator Road Stone Arch Bridge,Greene,1/9/08,06NR05687,-74.21994375,42.40750174,POINT (-74.2199437504 42.4075017401),bridge
Mill Street Stone Arch Bridge,Ulster,12/16/96,96NR01063,-74.48280803,42.13385849,POINT (-74.4828080295 42.1338584895),bridge
Double-Span Whipple Bowstring Truss Bridge,Columbia,4/17/80,90NR00215,-73.72875248,42.21522117,POINT (-73.7287524845 42.2152211679),bridge
Bear Mountain Bridge Rd.,Westchester,4/19/79,90NR02432,-73.96591478,41.30964263,POINT (-73.9659147821 41.3096426339),bridge
Ouaquaga Lenticular Truss Bridge,Broome,2/20/03,02NR04990,-75.64719538,42.1235752,POINT (-75.6471953796 42.1235752006),bridge
Poughkeepsie Railroad Bridge,Dutchess,2/23/79,90NR00370,-73.94003772,41.71057487,POINT (-73.9400377162 41.7105748669),bridge
Lake Champlain Bridge,Essex,2/9/09,07NR05748,-73.42376262,44.0320605,POINT (-73.4237626192 44.0320605041),bridge
Washington Bridge,Bronx,9/22/83,90NR00059,-73.92752006,40.84659853,POINT (-73.9275200637 40.8465985286),bridge
Palatine Bridge Freight House,Montgomery,3/7/73,90NR01560,-74.565457,42.91024706,POINT (-74.5654570017 42.9102470605),bridge
"Water, Wall, and Pine Streets Lenticular Truss Bridges",Cortland,10/5/77,90NR00271,-76.17656364,42.63715893,POINT (-76.1765636365 42.6371589256),bridge
Swing Bridge,Clinton,,98NR01388,-73.48238993,44.50366203,POINT (-73.4823899338 44.5036620259),bridge
Avon Five Arch Bridge,Livingston,1/4/12,11NR06268,-77.76393444,42.89853873,POINT (-77.7639344405 42.8985387346),bridge
Perrine's Bridge,Ulster,4/13/73,90NR01079,-74.05524434,41.81808468,POINT (-74.0552443364 41.8180846835),bridge
Kingston-Port Ewen Suspension Bridge,Ulster,4/30/80,90NR01106,-73.98402079,41.91615986,POINT (-73.9840207875 41.9161598574),bridge
Ruhle Road Lenticular Truss Bridge,Saratoga,9/4/04,04NR05237,-73.81676039,42.95849553,POINT (-73.8167603925 42.9584955319),bridge
NYW&B Highbrook Avenue Bridge,Westchester,8/2/16,16NR00021,-73.80449294,40.91385732,POINT (-73.8044929442 40.9138573195),bridge
Walton Bridge,Essex,11/12/99,98NR01355,-73.79774122,44.24470943,POINT (-73.7977412218 44.2447094268),bridge
Hankins Stone Arch Bridge,Sullivan,7/27/00,00NR01630,-75.09162804,41.81658828,POINT (-75.0916280351 41.8165882834),bridge
Woodward Road Stone Arch Bridge,Greene,3/9/09,08NR05875,-74.09636596,42.37145544,POINT (-74.0963659618 42.3714554408),bridge
Carpenters Flats Bridge,Essex,11/12/99,98NR01354,-73.4486814,44.55887695,POINT (-73.4486813956 44.5588769464),bridge
Livingston Memorial Church and Burial Ground,Columbia,9/12/85,90NR00238,-73.84676963,42.17093887,POINT (-73.8467696278 42.1709388704),burial ground
Newburgh Colored Burial Ground,Orange,3/31/10,09NR06081,-74.02124094,41.50107198,POINT (-74.0212409434 41.5010719837),burial ground
Setauket Presbyterian Church and Burial Ground,Suffolk,9/27/96,96NR00944,-73.11072051,40.94638032,POINT (-73.1107205082 40.9463803215),burial ground
Old Town of Flushing Burial Ground,Queens,2/2/18,16NR00107,-73.80230575,40.75462525,POINT (-73.8023057486 40.754625252),burial ground
African Burial Ground,New York,4/19/93,93NR00474,-74.00478773,40.71419481,POINT (-74.0047877348 40.7141948091),burial ground
Sharpe Burial Ground,Ulster,11/15/02,02NR04936,-74.00835543,41.93257513,POINT (-74.0083554317 41.9325751276),burial ground
Lansingburgh Village Burial Ground,Rensselaer,11/21/02,02NR04960,-73.67944781,42.7646911,POINT (-73.6794478114 42.7646910992),burial ground
All Saints Chapel & Morris Family Burial Ground,Otsego,11/24/97,97NR01281,-75.28824315,42.50918754,POINT (-75.2882431529 42.5091875379),burial ground
Eleventh Street Methodist-Episcopal Chapel,New York,12/30/11,11NR06261,-73.9798041,40.72786803,POINT (-73.9798041036 40.7278680305),chapel
Grace Memorial Union Chapel,Warren,8/11/82,90NR02693,-73.51037373,43.66971164,POINT (-73.5103737269 43.6697116443),chapel
